,Index,GEOID,Seed1,Seed2,Seed3
332,6452,3290401,10,16,16
333,6453,3290402,10,16,16
334,6454,3290403,10,16,16
335,6455,3290404,10,16,16
336,6456,3290405,10,16,16
337,6457,3290406,10,16,16
338,6458,3290407,10,16,16
339,6459,3290408,10,16,16
340,6460,3290409,10,16,16
341,6461,3290410,10,16,16
342,6462,3290411,10,16,16
343,6463,329108A,10,16,16
344,6464,329109A,10,16,16
345,6465,329307A,10,16,16
346,6466,329309A,10,16,16
347,6467,329402A,10,16,16
348,6479,3330001,10,30,27
349,6480,3330002,10,30,27
350,6481,3330003,10,30,27
351,6482,3330006,10,30,27
352,6483,3330008,10,30,27
353,6484,3330009,10,30,27
354,6485,3330011,10,30,27
355,6486,3350001,10,16,19
356,6487,3350002,10,16,19
357,6488,3350003,10,16,19
358,6489,3350004,10,16,19
359,6490,3350025,10,16,19
360,6491,3350046,10,16,19
361,5431,2210005,10,22,32
362,2753,1150001,10,16,19
363,2754,1150002,10,16,19
364,2755,1150003,10,16,19
365,2756,1150004,10,16,19
366,2757,1150005,10,16,16
367,2758,1150011,10,16,19
368,2759,1150012,10,16,16
369,2760,1150013,10,16,16
370,2761,1150017,10,16,19
371,6902,3630001,10,22,32
372,6903,3630002,10,22,19
373,6904,3630003,10,22,19
374,6905,3630004,10,22,19
375,6906,3630005,10,22,32
376,6907,3630006,10,22,32
377,6908,3630007,10,22,19
378,6909,3630008,10,22,32
379,6910,3630009,10,22,32
380,6911,3630011,10,22,19
381,6912,3630012,10,22,19
382,6913,3630013,10,22,19
383,6914,3630014,10,22,19
384,6915,3630015,10,22,19
385,6916,3630016,10,22,32
386,6917,3630017,10,22,19
387,6918,3630018,10,22,32
388,6919,3630020,10,34,32
389,6920,3630021,10,22,19
390,6921,3630022,10,22,19
391,6922,3630023,10,22,19
392,6923,3630024,10,22,19
393,6924,3630025,10,22,19
394,6925,3630026,10,22,19
395,6926,3630027,10,22,19
396,6927,3630028,10,22,19
397,6928,3630029,10,22,19
398,6929,3630030,10,22,19
399,3003,1330001,10,34,27
400,3004,1330002,10,34,27
401,3005,1330003,10,34,27
402,3006,1330004,10,22,32
403,3007,1330005,10,22,32
404,3008,1330006,10,34,32
405,3009,1330007,10,34,32
406,3010,1330008,10,34,27
407,3011,1330009,10,34,27
408,3012,1350101,10,16,16
409,3013,1350102,10,16,16
410,3014,1350103,10,16,16
411,3015,1350104,10,16,16
412,3016,1350106,10,16,16
413,3017,1350107,10,16,16
414,3018,1350108,10,16,16
415,3019,1350109,10,16,16
416,3020,1350110,10,16,16
417,3021,1350111,10,16,16
418,3022,1350201,10,16,16
419,3023,1350202,10,16,16
420,3024,1350203,10,16,16
421,3025,1350204,10,16,16
422,3026,1350205,10,16,16
423,3027,1350206,10,16,16
424,3028,1350207,10,16,16
425,3029,1350208,10,16,16
426,3030,1350209,10,16,16
427,3031,1350301,10,16,16
428,3032,1350302,10,16,16
429,3033,1350303,10,16,16
430,3034,1350304,10,16,16
431,3035,1350305,10,16,16
432,3036,1350306,10,16,16
433,3037,1350307,10,16,16
434,3038,1350308,10,16,16
435,3039,1350309,10,16,16
436,3040,1350311,10,16,16
437,3041,1350312,10,16,16
438,3042,1350401,10,16,16
439,3043,1350402,10,16,16
440,3044,1350403,10,16,16
441,3045,1350404,10,16,16
442,3046,1350405,10,16,16
443,3047,1350406,10,16,16
444,3048,1350407,10,16,16
445,3049,1350408,10,16,16
446,3050,1350409,10,16,16
447,3051,1350412,10,16,16
448,7185,3990001,10,34,27
449,7186,3990002,10,34,27
450,7187,3990003,10,34,27
451,7188,3990004A,10,34,27
452,7189,3990004B,10,34,27
453,7190,3990005,10,34,27
454,7191,3990006,10,34,27
455,7192,3990007,10,34,27
456,7193,3990008,10,34,27
457,7194,3990009,10,34,16
458,7195,3990010,10,34,27
459,7274,4110001,10,30,27
460,7275,411002A,10,34,27
461,7276,411002B,10,34,27
462,7277,411003A,10,34,27
463,7278,411003B,10,30,27
464,7279,411004A,10,34,27
465,7280,411004B,10,34,27
466,1211,490101,10,30,27
467,1212,490105,10,30,27
468,1213,490109,10,30,27
469,1214,490113,10,30,27
470,1215,490202,10,34,27
471,1216,490204,10,34,27
472,1217,490212,10,34,32
473,1218,490214,10,34,32
474,1219,490215,10,34,27
475,1220,490303,10,30,27
476,1221,490306,10,34,32
477,1222,490307,10,34,32
478,1223,490308,10,34,32
479,1224,490316,10,34,32
480,1225,490318,10,34,32
481,1226,490410,10,34,27
482,1227,490411,10,34,27
483,1228,490417,10,34,27
484,3297,1430011,10,22,32
485,3301,1430020,10,22,32
486,3302,1430021,10,22,32
487,3303,1430023,10,22,32
488,3305,1430025,10,22,32
489,3306,1430030,10,22,32
490,3308,1430032,10,22,32
491,3309,1430033,10,22,32
492,3310,1430034,10,22,32
493,3312,1430041,10,22,32
494,3313,1430044,10,22,32
495,3315,1430046,10,22,32
496,7412,4291-11,10,34,32
497,7413,4292-11,10,34,27
498,7417,4293-11,10,34,32
499,7419,4294-11,10,34,32
500,7421,4295-11,10,34,27
501,7422,4310001A,10,16,16
502,7423,4310001B,10,16,16
503,7424,4310002A,10,16,16
504,7425,4310002B,10,16,16
505,7426,4310002C,10,16,16
506,7427,4310002D,10,16,16
507,7428,4310003,10,16,16
508,7429,4310004,10,16,16
509,1327,590001,10,34,19
510,1328,590002,10,34,27
511,1329,590003,10,34,27
512,1330,590004,10,34,27
513,5427,2210001,10,22,32
514,5428,2210002,10,22,32
515,5429,2210003,10,22,32
516,5430,2210004,10,22,32
517,1331,590005,10,34,27
518,5432,2210007,10,22,32
519,1332,590006,10,34,27
520,1333,590007,10,34,19
521,5433,2210008,10,22,32
522,5434,2210009,10,22,32
523,5435,2210010,10,22,32
524,5436,2210011,10,22,32
525,5437,2210012,10,22,32
526,5438,2210013,10,22,32
527,5439,2210014,10,22,32
528,5440,2210015,10,22,32
529,5441,2210016,10,22,32
530,5561,2350100,10,16,16
531,5562,2350200,10,34,16
532,5563,2350300,10,16,16
533,5564,2350400,10,16,16
534,1539,810001,10,34,16
535,1540,810002,10,34,16
536,1541,810003,10,16,16
537,1542,810004,10,34,16
538,1543,830001,10,34,27
539,1544,830002,10,34,27
540,1545,830003,10,34,27
541,1546,830004,10,34,19
542,1547,83002E,10,34,27
543,3708,1730001,10,16,16
544,3709,1730002,10,16,16
545,3710,1730003,10,16,16
546,3711,1730004,10,16,16
547,5876,2670001,10,31,24
548,5877,2670002,10,31,24
549,5878,2670003,10,31,24
550,5879,2670004,10,31,24
551,5880,2670006,10,31,27
552,5881,2670007,10,34,27
553,5882,2670009,10,31,27
554,1829,930001,10,30,32
555,1830,930002,10,30,32
556,1831,930004,10,30,32
557,1832,930005,10,30,32
558,1833,930006,10,22,32
559,1834,930007,10,22,32
560,1835,930009,10,22,32
561,1836,930010,10,22,32
562,1837,930011,10,22,32
563,1838,930012,10,22,32
564,1839,930013,10,22,32
565,1840,930014,10,34,32
566,1841,930015,10,34,32
567,1842,930016,10,22,32
568,1843,950101,10,34,27
569,1844,950102,10,34,27
570,1845,950203,10,34,16
571,1846,950204,10,34,27
572,1847,950205,10,34,27
573,1848,950306,10,34,27
574,1849,950407,10,34,27
575,1850,950408,10,34,27
576,6100,2990101,10,34,27
577,6101,2990102,10,34,27
578,6102,2990108,10,34,27
579,6103,2990109,10,34,27
580,6104,2990203,10,34,27
581,6105,2990204,10,34,27
582,6106,2990205,10,30,27
583,6107,2990307,10,34,27
584,6108,2990410,10,34,27
585,26,50001,0,1,31
586,27,50002,0,1,31
587,28,50003,0,1,31
588,29,50004,0,1,31
589,30,50005,0,1,31
590,31,50006,0,1,31
591,32,50007,0,1,31
592,33,50008A,0,1,31
593,34,50008B,0,1,31
594,35,50009,0,1,31
595,36,50010A,0,1,31
596,37,50010B,0,1,31
597,38,50011,0,1,31
598,39,50012,0,1,31
599,40,50013,0,1,31
600,41,50014,0,1,31
601,42,50015,0,1,31
602,43,50016,0,1,31
603,44,50017,0,1,8
604,45,50018,0,1,31
605,46,50019,0,1,31
606,47,50020,0,1,31
607,48,50021,0,1,31
608,49,50022,0,1,31
609,50,50023,0,1,31
610,51,50024,0,1,31
611,52,50025,0,1,31
612,53,50026,0,1,8
613,54,50027,0,1,31
614,55,50028,0,1,31
615,56,50029,0,1,31
616,57,50030,0,1,8
617,58,50031,0,1,31
618,59,50032,0,1,8
619,60,50033,0,1,8
620,61,50034,0,1,31
621,62,50035,0,1,31
622,63,50036,0,1,31
623,64,50037,0,1,31
624,65,50038,0,1,31
625,66,50039,0,1,31
626,67,50040,0,1,31
627,68,5011B,0,1,31
628,69,5017B,0,1,8
629,8551,4590009,0,19,2
630,8552,4590010,0,19,2
631,8553,4590011,0,19,2
632,8559,4590017,0,19,2
633,8560,4590018,0,19,2
634,8561,4590019,0,19,2
635,6642,3470012,0,1,31
636,6643,3470013,0,1,31
637,6644,3470014,0,1,31
638,6645,3470015,0,1,31
639,6646,3470016,0,1,31
640,6647,3470017,0,1,31
641,6648,3470021,0,1,31
642,6649,3470022,0,1,31
643,6650,3470023,0,1,31
644,6651,3470024,0,1,31
645,6652,3470025,0,1,31
646,6653,3470026,0,1,31
647,6654,3470027,0,1,31
648,6655,3470030,0,1,31
649,6656,3470031,0,1,31
650,6657,3470032,0,1,31
651,6658,3470033,0,1,31
652,6659,3470034,0,1,31
653,6660,3470041,0,1,31
654,6661,3470042,0,1,31
655,6662,3470043,0,1,31
656,6663,3470044,0,1,31
657,6664,3470045,0,1,31
658,6665,3470046,0,1,8
659,6666,3470047,0,1,8
660,6930,3650001,0,1,31
661,6931,3650002,0,1,31
662,6932,3650003,0,1,31
663,6933,3650005,0,1,31
664,6934,3650007,0,1,31
665,6935,3650008,0,1,31
666,6936,3650009,0,1,31
667,6937,3650010,0,1,31
668,6938,3650012,0,1,31
669,6939,3650013,0,1,31
670,6940,3650014,0,1,31
671,6941,3650018,0,1,31
672,6942,3650019,0,1,31
673,6943,3650020,0,1,31
674,6944,3650022,0,1,31
675,6945,3650026,0,1,31
676,6946,3650027,0,1,31
677,6947,3650028,0,1,31
678,6948,3650029,0,1,31
679,9044,49902-1,0,26,2
680,9047,49903-1,0,26,2
681,9048,49903-2,0,26,2
682,9049,49903-3,0,26,2
683,9050,49904-1,0,26,2
684,9051,49904-2,0,26,2
685,4995,2030001,0,19,31
686,4996,2030002,0,19,31
687,4997,2030003,0,19,31
688,4998,2030004,0,19,31
689,4999,2030005,0,19,31
690,5000,2030006,0,1,31
691,5001,2030007,0,1,31
692,5002,2030008,0,19,31
693,5003,2030009,0,19,31
694,5004,2030010,0,19,31
695,5005,2030011,0,1,31
696,5006,2030012,0,19,31
697,5007,2030013,0,19,2
698,5008,2030014,0,19,31
699,5009,2030015,0,19,31
700,5010,2030016,0,19,31
701,5011,2030017,0,1,31
702,5012,2030018,0,19,31
703,5013,2030019,0,19,31
704,5014,2030020,0,1,31
705,5015,2030021,0,1,31
706,5016,2030022,0,19,31
707,5017,2030023,0,19,2
708,5018,2030024,0,19,31
709,5019,2030025,0,19,2
710,5020,2030026,0,19,31
711,7196,4010111,0,19,31
712,7197,4010112,0,19,31
713,7198,4010113,0,19,31
714,7199,4010114,0,19,31
715,7200,4010201,0,19,31
716,7201,4010212,0,1,31
717,7202,4010213,0,19,31
718,7203,4010214,0,1,31
719,7204,4010215,0,1,31
720,7205,4010302,0,1,31
721,7206,4010303,0,19,31
722,7207,4010314A,0,1,31
723,7208,4010314B,0,1,31
724,7209,4010315,0,1,31
725,7210,4010316,0,1,31
726,7211,4010317,0,1,31
727,7212,4010318,0,1,31
728,7213,4010319,0,1,31
729,7214,4010404,0,1,31
730,7215,4010405,0,1,31
731,7216,4010416,0,1,31
732,7217,4010417,0,19,31
733,7218,4010418,0,1,31
734,7219,4030001,0,1,8
735,7220,4030002,0,1,8
736,7221,4030003,0,1,8
737,7222,4030004,0,1,8
738,7223,4030005,0,1,8
739,7224,4030006,0,1,31
740,7225,4030007,0,1,8
741,7226,4030008,0,1,8
742,7227,4050001,0,1,31
743,7228,4050002,0,1,8
744,7229,4050003,0,1,8
745,7230,4050004,0,1,8
746,7231,4050005,0,1,31
747,7232,4050006,0,1,8
748,7233,4050007,0,1,8
749,7234,4050008,0,1,8
750,7235,4050009,0,1,8
751,7236,4050010,0,1,8
752,7237,4050011,0,1,31
753,7304,4190002,0,1,31
754,7305,4190003,0,1,31
755,7306,4190004,0,1,31
756,7307,4190005,0,1,31
757,7308,4190006,0,1,31
758,7309,4190007,0,1,31
759,7310,4190008,0,1,31
760,7311,419001N,0,1,31
761,7312,419001S,0,1,31
762,7313,419001W,0,1,31
763,7314,419009N,0,1,31
764,7315,419009S,0,1,31
765,7316,41901SE,0,1,31
766,7317,41901SW,0,1,31
767,7325,4230001,0,19,2
768,7326,4230002,0,19,2
769,7327,4230003,0,19,2
770,7328,4230004,0,19,2
771,7329,4230005,0,26,2
772,7330,4230006,0,19,31
773,7331,4230007,0,19,31
774,7332,4230008,0,19,31
775,7333,4230009,0,19,2
776,7334,4230010,0,19,31
777,7335,4230011,0,19,2
778,7336,4230012,0,19,2
779,7337,4230013,0,19,2
780,7338,4230014,0,26,2
781,7339,4230015,0,26,2
782,7340,4230016,0,19,2
783,7341,4230017,0,26,2
784,7342,4230018,0,19,2
785,7343,4230019,0,26,2
786,7344,4230020,0,19,2
787,7345,4230021,0,19,2
788,7346,4230022,0,19,2
789,7347,4230023,0,19,2
790,7348,4230025,0,19,2
791,7349,4230026,0,19,31
792,7350,4230027,0,19,31
793,7351,4230028,0,19,31
794,7352,4230029,0,19,31
795,7353,4230030,0,19,31
796,7354,4230031,0,19,31
797,7355,4230032,0,19,31
798,7356,4230034,0,19,2
799,7357,4230035,0,19,2
800,7358,4230036,0,19,2
801,7359,4230037,0,19,31
802,7360,4230038,0,19,2
803,7361,4230039,0,19,2
804,7362,4230040,0,19,31
805,7363,4230041,0,19,31
806,7364,4230042,0,19,31
807,7365,4230043,0,19,2
808,7366,4230044,0,19,2
809,7367,4230045,0,19,31
810,7368,4230046,0,19,31
811,7369,4230047,0,26,31
812,7370,4230048,0,19,2
813,7371,4230049,0,26,2
814,7372,4230050,0,19,2
815,7373,4230052,0,26,2
816,7374,4230054,0,19,2
817,7375,4230055,0,19,31
818,7376,4230056,0,19,31
819,7377,4230058,0,19,31
820,7378,4230059,0,19,2
821,7379,4230060,0,19,31
822,7380,4230061,0,19,2
823,7381,4230063,0,19,2
824,7382,4230064,0,19,31
825,7383,4230065,0,19,2
826,7384,4230066,0,19,2
827,7385,4230070,0,19,2
828,7386,4230071,0,19,31
829,7387,4230072,0,19,2
830,7388,4230073,0,19,2
831,7389,4230074,0,19,2
832,7390,4230075,0,19,31
833,7391,4230076,0,19,2
834,7392,4230077,0,19,2
835,7393,4230078,0,19,2
836,7394,4230079,0,19,31
837,7395,4230080,0,19,2
838,7396,4230081,0,19,2
839,7397,4230082,0,19,31
840,3781,1830001,0,19,2
841,3782,1830002,0,19,2
842,3783,1830003,0,19,2
843,3784,1830004,0,19,2
844,3785,1830005,0,19,2
845,3786,1830006,0,19,2
846,3787,1830007,0,19,2
847,3788,1830008,0,19,31
848,3789,1830009,0,19,31
849,3790,1830010,0,19,31
850,3791,1830011,0,19,31
851,3792,1830012,0,19,31
852,3793,1830013,0,19,2
853,3794,1830014,0,19,31
854,3795,1830015,0,19,31
855,3796,1830016,0,19,31
856,3797,1830017,0,19,31
857,3798,1830018,0,19,31
858,3799,1830019,0,19,31
859,3800,1830020,0,19,31
860,3801,1830021,0,19,2
861,70,70001,26,18,13
862,71,70002,26,18,13
863,72,70003,26,18,13
864,73,70004,26,18,13
865,74,7001A,26,18,13
866,75,7004A,26,18,13
867,154,211003,26,3,10
868,158,212007,26,3,10
869,159,212008,26,3,10
870,163,213012,26,3,10
871,164,213013,26,3,10
872,165,213014,26,3,10
873,166,213015,26,3,10
874,167,213016,26,3,10
875,6367,3210002,26,3,13
876,6368,3210004,26,3,13
877,6369,3210005,26,6,13
878,6370,3210006,26,6,13
879,6371,3210007,26,3,13
880,6372,3210008,26,3,13
881,6373,3210009,26,6,21
882,6374,3210010,26,6,13
883,6375,3210012,26,3,13
884,6376,3210013,26,6,13
885,6377,321001A,26,6,13
886,6378,321001B,26,3,13
887,6379,321001C,26,3,13
888,6380,321001D,26,3,13
889,6381,321001E,26,3,13
890,6382,321001F,26,3,13
891,6383,321003A,26,3,13
892,6384,321003B,26,3,13
893,8621,4690001,26,3,13
894,8622,4690002,26,3,13
895,8623,4690003,26,3,13
896,8624,4690004,26,3,13
897,8625,4690005,26,3,13
898,8626,4690006,26,3,13
899,8627,4690007,26,3,13
900,8628,4690008,26,3,13
901,8629,4690009,26,3,13
902,8630,4690010,26,3,13
903,8631,4690011,26,3,13
904,8632,4690012,26,3,13
905,8633,4690013,26,3,13
906,8634,4690014,26,3,13
907,8635,4690015,26,18,13
908,8636,4690016,26,31,13
909,8637,4690017,26,3,13
910,8638,4690018,26,31,13
911,8639,4690019,26,3,13
912,8640,4690020,26,3,13
913,8641,4690021,26,3,13
914,8642,4690022,26,31,13
915,8643,4690023,26,3,13
916,8644,4690024,26,3,13
917,8645,4690025,26,3,13
918,8646,4690026,26,3,13
919,8647,4690027,26,3,13
920,8648,4690028,26,3,13
921,8649,4690029,26,3,13
922,8650,4690030,26,3,13
923,8651,4690031,26,3,13
924,8652,4690032,26,3,13
925,8653,4690033,26,3,13
926,8654,4690034,26,3,13
927,8655,4690035,26,3,13
928,6729,3550001,26,18,13
929,6730,3550002,26,0,13
930,6731,3550003,26,0,25
931,6732,3550004,26,18,13
932,6733,3550005,26,18,13
933,6734,3550006,26,0,13
934,6735,3550007,26,18,13
935,6736,3550008,26,0,13
936,6737,3550009,26,18,13
937,6738,3550010,26,18,25
938,6739,3550011,26,18,24
939,6740,3550012,26,18,25
940,6741,3550013,26,18,25
941,6742,3550014,26,0,25
