,Index,GEOID,Seed1,Seed2,Seed3
446,3049,1350408,27,26,23
447,3050,1350409,27,26,23
448,3051,1350412,27,26,23
449,7185,3990001,19,9,29
450,7186,3990002,19,9,29
451,7187,3990003,19,9,29
452,7188,3990004A,19,9,29
453,7189,3990004B,19,9,29
454,7190,3990005,22,9,29
455,7191,3990006,19,9,23
456,7192,3990007,19,9,29
457,7193,3990008,19,9,23
458,7194,3990009,22,26,23
459,7195,3990010,19,26,23
460,7274,4110001,22,9,22
461,7275,411002A,22,9,22
462,7276,411002B,22,9,22
463,7277,411003A,22,9,22
464,7278,411003B,22,9,22
465,7279,411004A,22,9,22
466,7280,411004B,22,9,27
467,1211,490101,19,9,27
468,1212,490105,19,33,27
469,1213,490109,22,9,22
470,1214,490113,22,9,27
471,1215,490202,19,33,27
472,1216,490204,19,33,27
473,1217,490212,19,33,27
474,1218,490214,19,33,27
475,1219,490215,19,33,27
476,1220,490303,19,9,27
477,1221,490306,19,33,27
478,1222,490307,19,33,27
479,1223,490308,19,33,27
480,1224,490316,19,33,27
481,1225,490318,19,33,27
482,1226,490410,19,33,27
483,1227,490411,19,33,27
484,1228,490417,19,33,27
485,3297,1430011,19,3,27
486,3301,1430020,19,3,27
487,3302,1430021,19,3,27
488,3303,1430023,19,3,27
489,3305,1430025,19,3,27
490,3306,1430030,19,4,21
491,3308,1430032,19,4,27
492,3309,1430033,19,33,27
493,3310,1430034,19,3,27
494,3312,1430041,19,4,29
495,3313,1430044,19,33,29
496,3315,1430046,19,33,27
497,7412,4291-11,19,33,29
498,7413,4292-11,19,33,29
499,7417,4293-11,19,33,29
500,7419,4294-11,19,33,29
501,7421,4295-11,19,33,29
502,7422,4310001A,22,26,23
503,7423,4310001B,22,26,23
504,7424,4310002A,22,26,23
505,7425,4310002B,22,26,23
506,7426,4310002C,22,26,23
507,7427,4310002D,22,26,23
508,7428,4310003,22,26,23
509,7429,4310004,22,26,23
510,1327,590001,19,33,29
511,1328,590002,19,33,29
512,1329,590003,19,33,29
513,1330,590004,19,33,29
514,1331,590005,19,33,29
515,5427,2210001,19,4,21
516,5428,2210002,13,4,27
517,5429,2210003,19,4,21
518,5430,2210004,19,4,21
519,5431,2210005,19,4,21
520,1332,590006,19,33,29
521,5434,2210009,19,4,21
522,5435,2210010,13,4,21
523,5436,2210011,13,4,21
524,5437,2210012,19,4,21
525,5438,2210013,19,4,21
526,5439,2210014,13,4,21
527,5440,2210015,13,4,21
528,5441,2210016,13,4,21
529,5433,2210008,19,4,21
530,5561,2350100,22,26,22
531,5562,2350200,22,26,22
532,5563,2350300,22,26,22
533,5564,2350400,22,26,22
534,1539,810001,22,26,23
535,1540,810002,22,26,23
536,1541,810003,22,26,23
537,1542,810004,22,26,23
538,1543,830001,22,9,29
539,1544,830002,22,9,29
540,1545,830003,22,9,29
541,1546,830004,19,9,29
542,1547,83002E,22,9,29
543,3708,1730001,22,26,22
544,3709,1730002,22,26,23
545,3710,1730003,22,26,23
546,3711,1730004,22,26,23
547,5876,2670001,22,1,22
548,5877,2670002,22,1,22
549,5878,2670003,22,1,22
550,5879,2670004,22,1,22
551,5880,2670006,22,1,22
552,5881,2670007,22,1,22
553,5882,2670009,22,1,22
554,1829,930001,19,33,27
555,1830,930002,19,9,27
556,1831,930004,19,33,27
557,1832,930005,19,3,27
558,1833,930006,19,3,27
559,1834,930007,19,3,27
560,1835,930009,19,3,27
561,1836,930010,19,3,27
562,1837,930011,19,3,27
563,1838,930012,19,3,29
564,1839,930013,19,3,27
565,1840,930014,19,3,29
566,1841,930015,19,33,27
567,1842,930016,19,33,29
568,1843,950101,22,9,22
569,1844,950102,22,26,22
570,1845,950203,22,26,22
571,1846,950204,22,26,22
572,1847,950205,22,26,22
573,1848,950306,22,9,22
574,1849,950407,22,9,22
575,1850,950408,22,9,22
576,6100,2990101,0,0,22
577,6101,2990102,0,0,22
578,6102,2990108,0,0,22
579,6103,2990109,0,0,22
580,6104,2990203,22,0,22
581,6105,2990204,22,0,22
582,6106,2990205,22,0,22
583,6107,2990307,0,0,22
584,6108,2990410,22,9,22
585,26,50001,21,23,10
586,27,50002,21,23,10
587,28,50003,21,23,10
588,29,50004,21,23,10
589,30,50005,21,23,10
590,31,50006,21,23,10
591,32,50007,21,23,10
592,33,50008A,21,23,10
593,34,50008B,21,23,10
594,35,50009,21,23,10
595,36,50010A,21,23,10
596,37,50010B,21,23,10
597,38,50011,21,7,10
598,39,50012,21,23,10
599,40,50013,21,23,10
600,41,50014,21,23,10
601,42,50015,21,23,10
602,43,50016,21,23,10
603,44,50017,21,7,10
604,45,50018,21,23,10
605,46,50019,21,23,10
606,47,50020,21,23,10
607,48,50021,21,23,10
608,49,50022,21,23,10
609,50,50023,21,23,10
610,51,50024,21,23,10
611,52,50025,21,23,10
612,53,50026,21,7,10
613,54,50027,21,7,10
614,55,50028,21,23,10
615,56,50029,21,23,10
616,57,50030,21,7,10
617,58,50031,21,7,10
618,59,50032,21,7,10
619,60,50033,21,7,10
620,61,50034,21,23,10
621,62,50035,21,23,10
622,63,50036,21,23,10
623,64,50037,21,7,10
624,65,50038,21,23,10
625,66,50039,21,23,10
626,67,50040,21,23,10
627,68,5011B,21,7,10
628,69,5017B,21,7,10
629,8551,4590009,9,21,10
630,8552,4590010,13,21,10
631,8553,4590011,9,21,10
632,8559,4590017,13,21,5
633,8560,4590018,13,21,5
634,8561,4590019,13,21,5
635,6642,3470012,9,23,10
636,6643,3470013,9,23,10
637,6644,3470014,9,7,10
638,6645,3470015,9,7,10
639,6646,3470016,9,7,10
640,6647,3470017,21,7,10
641,6648,3470021,21,23,10
642,6649,3470022,21,7,10
643,6650,3470023,21,7,10
644,6651,3470024,21,7,10
645,6652,3470025,21,7,10
646,6653,3470026,21,7,10
647,6654,3470027,21,7,10
648,6655,3470030,21,7,10
649,6656,3470031,21,7,10
650,6657,3470032,21,7,10
651,6658,3470033,21,7,10
652,6659,3470034,21,7,10
653,6660,3470041,21,7,10
654,6661,3470042,21,23,10
655,6662,3470043,9,7,10
656,6663,3470044,21,7,10
657,6664,3470045,21,7,10
658,6665,3470046,21,7,10
659,6666,3470047,21,7,10
660,6930,3650001,9,21,10
661,6931,3650002,9,21,10
662,6932,3650003,9,21,10
663,6933,3650005,9,21,10
664,6934,3650007,9,21,10
665,6935,3650008,21,21,10
666,6936,3650009,9,23,10
667,6937,3650010,9,23,10
668,6938,3650012,21,23,10
669,6939,3650013,21,23,10
670,6940,3650014,9,23,10
671,6941,3650018,9,23,10
672,6942,3650019,21,23,10
673,6943,3650020,9,23,10
674,6944,3650022,9,21,10
675,6945,3650026,21,23,10
676,6946,3650027,21,21,10
677,6947,3650028,21,23,10
678,6948,3650029,21,23,10
679,9044,49902-1,13,21,10
680,9047,49903-1,13,21,5
681,9048,49903-2,13,21,5
682,9049,49903-3,9,21,10
683,9050,49904-1,13,21,5
684,9051,49904-2,13,21,5
685,4995,2030001,9,21,5
686,4996,2030002,9,21,10
687,4997,2030003,9,21,5
688,4998,2030004,9,21,5
689,4999,2030005,9,23,5
690,5000,2030006,9,23,5
691,5001,2030007,9,23,5
692,5002,2030008,9,21,5
693,5003,2030009,9,21,5
694,5004,2030010,9,21,5
695,5005,2030011,9,21,5
696,5006,2030012,9,21,5
697,5007,2030013,9,21,5
698,5008,2030014,9,23,5
699,5009,2030015,9,21,5
700,5010,2030016,9,21,5
701,5011,2030017,9,23,5
702,5012,2030018,9,23,5
703,5013,2030019,9,21,10
704,5014,2030020,9,23,10
705,5015,2030021,9,21,10
706,5016,2030022,9,21,5
707,5017,2030023,9,21,5
708,5018,2030024,9,21,5
709,5019,2030025,9,21,10
710,5020,2030026,9,21,5
711,7196,4010111,9,21,5
712,7197,4010112,9,21,5
713,7198,4010113,9,21,5
714,7199,4010114,9,21,5
715,7200,4010201,9,21,10
716,7201,4010212,9,21,5
717,7202,4010213,9,21,5
718,7203,4010214,9,21,5
719,7204,4010215,9,21,10
720,7205,4010302,9,21,10
721,7206,4010303,9,21,10
722,7207,4010314A,9,23,10
723,7208,4010314B,9,21,10
724,7209,4010315,9,23,10
725,7210,4010316,9,23,10
726,7211,4010317,9,23,10
727,7212,4010318,9,7,10
728,7213,4010319,9,23,10
729,7214,4010404,9,21,10
730,7215,4010405,9,23,10
731,7216,4010416,9,21,10
732,7217,4010417,9,21,5
733,7218,4010418,9,23,10
734,7219,4030001,21,7,10
735,7220,4030002,21,7,10
736,7221,4030003,21,7,28
737,7222,4030004,21,7,10
738,7223,4030005,21,7,10
739,7224,4030006,21,7,10
740,7225,4030007,21,7,10
741,7226,4030008,21,7,10
742,7227,4050001,21,7,10
743,7228,4050002,21,7,10
744,7229,4050003,21,7,10
745,7230,4050004,21,7,10
746,7231,4050005,21,7,10
747,7232,4050006,21,7,10
748,7233,4050007,21,7,10
749,7234,4050008,21,7,10
750,7235,4050009,21,7,10
751,7236,4050010,21,7,10
752,7237,4050011,21,7,10
753,7304,4190002,21,7,10
754,7305,4190003,21,7,10
755,7306,4190004,21,7,10
756,7307,4190005,21,7,10
757,7308,4190006,21,7,10
758,7309,4190007,21,7,10
759,7310,4190008,21,23,10
760,7311,419001N,21,7,10
761,7312,419001S,21,7,10
762,7313,419001W,21,7,10
763,7314,419009N,21,23,10
764,7315,419009S,21,7,10
765,7316,41901SE,21,7,10
766,7317,41901SW,21,7,10
767,7325,4230001,9,21,10
